ID;num_critic_for_reviews;color;duration;gross;genres;genres;genres;genres;genres;genres;genres;genres;budget;title_year;imdb_score;aspect_ratio;movie_facebook_likes
877;238;Color;88;31051126;Adventure;Animation;Comedy;Family;;;;;55000000;2012;6.7;2.35;0
878;264;Color;141;35707327;Crime;Drama;Mystery;Thriller;;;;;55000000;2008;7.8;2.35;14000
879;47;Color;107;20550712;Action;Drama;Sci-Fi;Thriller;;;;;50000000;1996;5.6;1.85;1000
880;50;Color;116;18573791;Action;Drama;Sport;Thriller;;;;;55000000;1996;5.8;2.35;0
881;153; Black and White;143;51225796;Drama;Musical;Romance;Thriller;;;;;70000000;2004;7.4;2.35;0
882;202;Color;114;16264475;Biography;Drama;History;War;;;;;55000000;2007;6.9;1.85;0
883;178;Color;93;25857987;Action;Sci-Fi;;;;;;;62000000;2005;5.5;2.35;0
884;84;Color;280;12870569;Drama;History;War;;;;;;56000000;2003;6.3;2.35;953
885;44;Color;100;11466088;Action;Thriller;;;;;;;71000000;1997;4.7;2.35;316
886;93;Color;107;16088610;Comedy;Drama;Family;Fantasy;;;;;55000000;2009;5.6;2.35;610
887;277;Color;119;51178893;Adventure;Comedy;Crime;Family;Musical;;;;50000000;2014;6.4;1.85;10000
888;76;Color;95;6768055;Action;Adventure;Comedy;Family;Sci-Fi;;;;57000000;2004;4.2;1.85;437
889;197;Color;119;39440655;Drama;Music;Musical;Romance;;;;;55000000;2010;6.4;2.35;19000
890;186;Color;133;6167817;Drama;Mystery;Romance;War;;;;;47000000;2004;7.7;2.35;0
891;103; Black and White;152;;Crime;Drama;Romance;;;;;;2000000;1962;7.7;1.66;0
892;66;Color;96;;Crime;Horror;Mystery;Thriller;;;;;55000000;2002;5.3;2.35;448
893;224;Color;117;81645152;Action;Horror;Sci-Fi;Thriller;;;;;54000000;2002;6.7;1.85;0
894;202;Color;123;69951824;Drama;Romance;;;;;;;55000000;2008;7.7;2.35;26000
895;279;Color;92;9483821;Action;Thriller;;;;;;;55000000;2012;5.7;1.85;10000
896;110;Color;170;66676062;Crime;Drama;;;;;;;54000000;1990;7.6;1.85;0
897;190;Color;123;26838389;Comedy;Drama;Romance;;;;;;57000000;2005;6.4;1.85;0
898;136;Color;110;75604320;Comedy;Romance;;;;;;;54000000;2006;5.6;1.85;0
899;121;Color;116;108200000;Action;Adventure;Romance;Sci-Fi;;;;;54000000;1980;6.8;2.35;0
900;131;Color;121;5660084;Comedy;Crime;Romance;;;;;;54000000;2003;2.4;2.35;2000
901;127; Black and White;128;7221458;Drama;Thriller;;;;;;;55000000;2006;6.2;1.85;0
902;160;Color;99;70327868;Action;Crime;Thriller;;;;;;46000000;2000;5.9;2.35;0
903;78;Color;94;58297830;Adventure;Animation;Drama;Family;Fantasy;Musical;Mystery;Romance;50000000;1997;7.1;2.35;0
904;209; Black and White;127;57386369;Drama;Musical;Romance;;;;;;52500000;2001;7.6;2.35;10000
905;98;Color;89;45207112;Crime;Mystery;Thriller;;;;;;53000000;2001;5.5;2.35;361
906;391;Color;123;62563543;Biography;Crime;Drama;;;;;;53000000;2015;7.0;2.35;44000
907;279;Color;135;33574332;Drama;History;War;;;;;;90000000;2006;7.1;2.35;0
908;216;Color;118;73343413;Crime;Drama;Thriller;;;;;;50000000;2009;7.4;2.35;21000
909;250;Color;189;25031037;Action;Horror;Thriller;;;;;;53000000;2007;7.6;2.35;0
910;78;Color;172;22843047;Drama;History;Horror;;;;;;55000000;1998;5.9;1.85;853
911;106;Color;124;5755286;Drama;Romance;Sport;;;;;;55000000;2007;5.9;2.35;672
912;194;Color;141;164435221;Biography;Crime;Drama;;;;;;52000000;2002;8.0;1.85;15000
913;558;Color;157;95720716;Drama;History;Thriller;;;;;;40000000;2012;7.4;1.85;39000
914;183;Color;106;118683135;Comedy;Drama;Romance;;;;;;52000000;2006;5.8;1.85;0
915;238;Color;108;143704210;Comedy;Family;Musical;Romance;;;;;52000000;2008;6.3;2.35;10000
916;186;Color;125;110476776;Comedy;Romance;;;;;;;52000000;2010;5.7;1.85;9000
917;144;Color;107;80270227;Action;Adventure;Comedy;;;;;;50000000;2005;5.1;2.35;0
918;156;Color;215;36385763;Drama;War;;;;;;;52000000;1998;7.6;2.35;0
919;215;Color;118;37035845;Comedy;Fantasy;;;;;;;52000000;2011;6.4;2.35;13000
920;140;Color;118;34580635;Biography;Comedy;Drama;;;;;;52000000;1999;7.4;2.35;0
921;133;Color;178;42438300;Biography;Crime;Drama;;;;;;52000000;1995;8.2;2.35;11000
922;203;Color;92;23324666;Action;Thriller;;;;;;;52000000;2010;6.5;2.35;0
923;127;Color;104;23020488;Action;Comedy;Fantasy;;;;;;52000000;2003;5.5;2.35;846
924;155;Color;116;90567722;Comedy;;;;;;;;51000000;2000;6.5;1.85;0
925;98;Color;90;72601713;Animation;Comedy;Family;;;;;;51000000;2006;5.6;1.85;605
926;71;Color;93;35092918;Comedy;Family;;;;;;;;2006;4.9;1.85;1000
927;299;Color;130;296623634;Adventure;Drama;Fantasy;Romance;;;;;50000000;2009;4.6;2.35;13000
928;212;Color;90;267652016;Adventure;Animation;Comedy;Family;Fantasy;;;;60000000;2001;7.9;1.85;0
929;413;Color;106;62453315;Romance;Sci-Fi;Thriller;;;;;;50200000;2011;7.1;1.85;36000
930;67;Color;155;165500000;Action;Adventure;Drama;Romance;;;;;48000000;1991;6.9;1.85;0
931;109;Color;139;153620822;Comedy;Drama;Romance;Sport;;;;;50000000;1996;7.3;1.85;0
932;457;Color;112;218628680;Comedy;Fantasy;;;;;;;50000000;2012;7.0;1.85;74000
933;156;Color;139;147637474;Comedy;Drama;Romance;;;;;;50000000;1997;7.7;1.85;11000
934;55;Color;115;135014968;Biography;Comedy;Drama;Romance;;;;;50000000;1998;6.7;2.35;0
935;272;Color;143;2175312;Comedy;;;;;;;;50000000;2013;6.3;2.35;41000
936;117;Color;96;126203320;Comedy;Romance;;;;;;;50000000;2002;5.8;1.85;0
937;539;Color;112;126975169;Mystery;Sci-Fi;Thriller;;;;;;50000000;2011;7.1;2.35;37000
938;169;Color;131;125548685;Biography;Drama;;;;;;;52000000;2000;7.3;1.85;0
939;140;Color;116;105807520;Comedy;Romance;;;;;;;50000000;2003;6.4;1.85;0
940;330;Color;112;191616238;Action;Comedy;Crime;;;;;;50000000;2014;7.1;2.35;24000
941;120;Color;123;105264608;Drama;Fantasy;Horror;;;;;;60000000;1994;7.6;1.85;11000
942;190;Color;104;97680195;Comedy;Romance;;;;;;;70000000;2008;6.8;2.35;0
943;177;Color;107;126088877;Action;Comedy;Crime;;;;;;50000000;2016;6.6;2.35;10000
944;65;Color;124;91030827;Comedy;Drama;;;;;;;50000000;1998;6.7;2.35;0
945;145;Color;96;150315155;Comedy;Family;;;;;;;50000000;2015;6.1;1.85;13000
946;321;Color;125;127997349;Adventure;Comedy;Drama;Fantasy;Musical;;;;50000000;2014;6.0;2.39;90000
947;230;Color;129;88504640;Crime;Drama;Mystery;Thriller;;;;;45000000;2006;7.6;2.35;0
948;143;Color;90;81517441;Action;Crime;Drama;Thriller;;;;;50000000;1999;7.1;2.35;0
949;55;Color;109;81022333;Action;Adventure;Mystery;Sci-Fi;;;;;50000000;1995;5.0;1.85;0
950;257;Color;124;75621915;Comedy;Drama;Family;;;;;;;2011;7.1;1.85;22000
951;279;Color;121;79948113;Drama;Mystery;Sci-Fi;Thriller;;;;;50000000;2009;6.2;2.35;0
952;143;Color;95;88658172;Comedy;Romance;;;;;;;50000000;2006;5.6;2.35;2000
953;196;Color;128;75888270;Horror;Mystery;;;;;;;;2005;5.4;1.85;0
954;310;Color;118;84244877;Comedy;Drama;Romance;;;;;;50000000;2011;7.4;2.39;44000
955;116;Color;80;75367693;Animation;Comedy;Family;Fantasy;;;;;35000000;2004;5.0;1.85;795
956;105;Color;99;73701902;Comedy;Family;;;;;;;60000000;2004;5.2;2.35;0
957;419;Color;133;75605492;Biography;Drama;Sport;;;;;;50000000;2011;7.6;1.85;27000
958;64;Color;127;67823573;Action;Drama;Thriller;;;;;;50000000;1995;6.6;1.85;0
959;359;Color;106;91439400;Action;Mystery;Thriller;;;;;;50000000;2014;7.0;2.35;24000
960;166;Color;98;67128202;Action;Adventure;Family;Fantasy;Sci-Fi;Thriller;;;65000000;2009;5.7;2.35;0
961;525;Color;132;70496802;Action;Drama;Thriller;;;;;;54000000;2005;8.2;2.35;48000
962;165;Color;114;60470220;Action;Adventure;Comedy;;;;;;50000000;2003;6.2;2.35;955
963;2;Color;45;;Crime;Drama;;;;;;;;;7.9;;0
964;87;Color;78;58336565;Adventure;Animation;Comedy;Family;;;;;50000000;2006;6.6;1.85;624
965;117;Color;101;66002004;Adventure;Comedy;Family;Fantasy;Romance;Sport;;;50000000;2005;4.7;1.85;1000
966;113;Color;113;54997476;Crime;Drama;Mystery;Thriller;;;;;50000000;2001;6.3;2.35;970
967;349;Color;98;55682070;Action;Fantasy;Horror;;;;;;50000000;2013;6.1;2.35;45000
968;152;Color;124;52752475;Drama;Thriller;;;;;;;50000000;2002;6.7;1.85;0
969;288;Color;109;55092830;Action;Adventure;Sci-Fi;Thriller;;;;;60000000;2011;6.1;1.85;27000
970;358;Color;128;50815288;Drama;Thriller;;;;;;;50000000;2005;7.0;2.35;0
971;204;Color;144;52822418;Action;Drama;Thriller;War;;;;;50000000;2016;7.4;2.35;44000
972;156;Color;95;50150619;Adventure;Animation;Comedy;Family;Fantasy;Romance;;;50000000;2014;7.3;2.35;18000
973;171;Color;105;48745150;Crime;Thriller;;;;;;;50000000;2006;5.8;2.35;773
974;76;Color;121;50007168;Action;Crime;Drama;Thriller;;;;;50000000;1997;6.7;2.35;1000
975;97;Color;125;48154732;Action;Drama;War;;;;;;50000000;1997;5.8;2.35;2000
976;157;Color;129;48265581;Drama;Mystery;Thriller;;;;;;50000000;1997;7.8;2.35;25000
977;267;Color;132;46982632;Adventure;Horror;Mystery;;;;;;50000000;2006;6.6;2.35;0
978;118;Color;118;44737059;Comedy;Sport;;;;;;;50000000;2000;6.5;1.85;0
979;291;Color;113;56724080;Comedy;;;;;;;;50000000;2012;6.7;1.85;39000
980;68;Color;140;44484065;Action;Crime;Drama;Mystery;Thriller;;;;50000000;1998;7.3;2.35;3000
981;228;Color;89;47553512;Action;Thriller;;;;;;;50000000;2014;5.8;1.85;15000
982;36;Color;104;42610000;Action;Comedy;Crime;Thriller;;;;;55000000;1994;5.5;1.85;669
983;105;Color;106;41482207;Comedy;Fantasy;Horror;;;;;;50000000;1990;6.3;1.85;0
984;276;Color;141;47105085;Crime;Drama;;;;;;;50000000;2014;7.4;2.35;47000
985;93;Color;124;41256277;Action;Thriller;;;;;;;50000000;1997;5.9;2.35;0
986;191;Color;98;50740078;Action;Horror;Sci-Fi;Thriller;;;;;45000000;2004;6.2;2.35;0
987;143;Color;108;40203020;Comedy;Drama;Romance;;;;;;40000000;2004;5.9;2.35;0
988;124;Color;114;40905277;Crime;Drama;Romance;Thriller;;;;;50000000;2003;6.5;2.35;1000
989;47;Color;101;38590500;Action;Adventure;Thriller;;;;;;50000000;1994;4.4;2.35;812
990;66;Color;93;39177541;Action;Adventure;Family;Fantasy;;;;;50000000;2005;3.5;1.85;0
991;118;Color;119;39778599;Adventure;Drama;Thriller;;;;;;50000000;2000;6.6;2.35;0
992;93;Color;119;37486138;Comedy;Drama;Romance;;;;;;50000000;2004;6.0;1.85;718
993;235;Color;99;38105077;Action;Crime;Thriller;;;;;;40000000;2009;6.4;2.35;0
994;113;Color;137;35168395;Drama;Romance;Sport;;;;;;50000000;1999;6.5;2.35;0
995;14;Color;105;;Crime;Drama;Mystery;;;;;;;;7.8;1.33;361
996;51;Color;117;32800000;Comedy;Crime;Drama;Thriller;;;;;40000000;1996;4.3;1.85;877
997;98;Color;87;33643461;Comedy;Family;;;;;;;50000000;2010;4.2;2.35;0
998;315;Color;129;32741596;Drama;Fantasy;;;;;;;50000000;2010;6.5;2.35;16000
999;136;Color;115;31874869;Crime;Mystery;Thriller;;;;;;50000000;2002;6.1;1.85;0
1000;61; Black and White;132;30306268;Action;Crime;Thriller;;;;;;50000000;1995;6.3;1.85;0
1001;209;Color;131;27667947;Crime;Drama;Thriller;;;;;;50000000;2007;6.2;2.35;3000
1002;99;Color;95;27067160;Comedy;Drama;Romance;;;;;;50000000;1999;5.9;1.85;0
1003;298;Color;125;26616999;Action;Adventure;Romance;Sci-Fi;Thriller;;;;40000000;2013;5.9;2.35;43000
1004;131;Color;98;26536120;Action;Crime;Drama;Mystery;Thriller;;;;50000000;2003;6.5;2.35;0
1005;146;Color;110;26199517;Action;Crime;Drama;Mystery;Thriller;;;;50000000;2002;6.4;2.35;705
1006;245;Color;118;25450527;Action;Crime;Drama;Mystery;Thriller;;;;50000000;2009;6.5;2.35;0
1007;104;Color;101;25407250;Action;Adventure;Sci-Fi;Thriller;;;;;50000000;1996;5.7;2.35;0
1008;4;Color;60;;Drama;Mystery;Thriller;;;;;;;;7.5;16.0;915
1009;162;Color;90;23159305;Action;Adventure;Animation;Comedy;Drama;Family;Sci-Fi;;70000000;1999;8.0;2.35;0
1010;259;Color;119;24006726;Adventure;Comedy;Drama;;;;;;50000000;2004;7.3;2.35;0
1011;79;Color;139;20389967;Action;Biography;Drama;History;War;;;;50000000;2016;6.7;1.85;10000
1012;141;Color;130;19593740;Crime;Drama;Thriller;;;;;;50000000;2003;7.5;2.35;0
1013;59;Color;100;19118247;Action;Comedy;;;;;;;40000000;2005;5.4;2.35;779
1014;236;Color;114;26442251;Action;Crime;Drama;Thriller;;;;;50000000;2015;6.6;2.35;15000
1015;356;Color;96;17114882;Crime;Mystery;Thriller;;;;;;25000000;2007;7.7;1.85;0
1016;120;Color;110;18472363;Action;Adventure;Crime;Thriller;;;;;50000000;2005;5.8;2.35;0
1017;111;Color;158;14131298;Adventure;Biography;Drama;History;War;;;;390000000;1999;6.4;2.35;0
1018;208;Color;102;21557240;Adventure;Comedy;Fantasy;;;;;;49900000;2011;5.6;2.35;18000
1019;174;Color;84;21283440;Drama;Mystery;Thriller;;;;;;55000000;2011;6.0;2.35;0
1020;59;Color;115;10556196;Crime;Drama;Thriller;;;;;;50000000;1997;6.2;2.35;697
1021;22;Color;99;16671505;Adventure;Comedy;Crime;Drama;Family;;;;50000000;1994;5.9;1.85;0
1022;34;Color;135;10400000;Drama;Romance;;;;;;;50000000;1995;5.1;2.35;943
1023;214;Color;108;9528092;Biography;Drama;Thriller;;;;;;22000000;2010;6.8;2.35;9000
1024;28;Color;43;;Action;Drama;Sci-Fi;;;;;;;;7.0;1.78;0
1025;186;Color;127;10137232;Action;Biography;Crime;Drama;Thriller;;;;50000000;2005;6.0;2.35;0
1026;50;Color;107;9795017;Crime;Drama;Thriller;;;;;;50000000;1995;5.1;1.85;422
1027;180;Color;95;20488579;Action;Sci-Fi;Thriller;;;;;;50000000;2009;5.8;1.85;0
1028;231;Color;124;19445217;Drama;Fantasy;Romance;;;;;;60000000;2013;6.2;2.35;14000
1029;105;Color;109;8355815;Comedy;Crime;Drama;Thriller;;;;;55000000;2002;6.4;1.85;0
1030;226;Color;102;28837115;Comedy;;;;;;;;50000000;2016;4.8;2.35;28000
1031;75;Color;88;6471394;Comedy;Crime;;;;;;;50000000;2004;4.9;2.35;288
1032;82;Color;87;6291602;Comedy;Sci-Fi;;;;;;;50000000;2000;5.6;1.85;255
1033;296;Color;104;10706786;Action;Fantasy;Thriller;;;;;;50000000;2011;5.5;1.85;15000
1034;103;Color;96;8742261;Action;Crime;Drama;Mystery;Thriller;;;;18000000;2009;3.7;2.35;0
1035;98;Color;85;43905746;Action;Sci-Fi;Thriller;;;;;;49000000;2001;5.9;2.35;0
1036;30;Color;64;;Drama;Romance;Sci-Fi;;;;;;;;8.5;16.0;31000
1037;48;Color;104;21413502;Action;Adventure;Comedy;Crime;Music;Mystery;;;40000000;1990;6.3;2.35;2000
1038;195;Color;135;7994115;Comedy;Drama;Music;;;;;;;2009;7.4;2.35;21000
1039;223;Color;190;124107476;Crime;Drama;Thriller;;;;;;48000000;2000;7.6;1.85;0
1040;149;Color;127;197171806;Action;Adventure;Fantasy;;;;;;48000000;1989;8.3;2.35;0
1041;324;Color;129;12802907;Drama;Romance;;;;;;;;2012;6.6;2.35;36000
1042;371;Color;120;31569268;Action;Crime;Drama;Sci-Fi;Thriller;;;;49000000;2015;6.9;2.35;67000
1043;75;Color;118;66488090;Crime;Drama;Mystery;Thriller;;;;;48000000;1999;6.7;2.35;0
1044;233;Color;112;95308367;Crime;Drama;Thriller;;;;;;48000000;2002;6.8;2.35;0
1045;32;Color;89;;Horror;Thriller;;;;;;;1500000;2006;4.6;1.78;352
1046;150;Color;114;60652036;Action;Adventure;Comedy;Drama;War;;;;48000000;1999;7.1;2.35;3000
1047;172;Color;137;1206135;Crime;Drama;Thriller;;;;;;50000000;2015;6.4;2.35;18000
1048;103;Color;112;56607223;Adventure;Comedy;;;;;;;48000000;2001;6.4;2.35;0
1049;140;Color;120;50173190;Drama;Mystery;Sci-Fi;;;;;;48000000;2001;7.4;2.35;0
1050;125;Color;123;47095453;Comedy;Fantasy;Romance;;;;;;48000000;2001;6.4;1.85;0
1051;125;Color;93;37879996;Comedy;Fantasy;Romance;;;;;;48000000;2000;6.0;2.35;0
1052;36;Color;123;25900000;Crime;Drama;Music;;;;;;58000000;1984;6.5;1.85;828
1053;295;Color;122;53574088;Adventure;Crime;Drama;Western;;;;;55000000;2007;7.8;2.35;0
1054;222;Color;115;89253340;Action;Thriller;;;;;;;48000000;2014;6.0;2.35;38000
1055;158;Color;123;37339525;Crime;Drama;Romance;Thriller;;;;;48000000;1998;7.0;1.85;0
1056;72;Color;96;60154431;Comedy;Drama;Thriller;;;;;;47000000;1996;6.0;2.35;0
1057;34;Color;110;528972;Drama;Romance;War;;;;;;;1998;7.8;;522
1058;72;Color;105;103738726;Action;Comedy;Crime;Music;Romance;Thriller;;;100000000;1990;6.1;1.85;2000
1059;152;Color;113;69304264;Crime;Romance;Thriller;;;;;;48000000;1999;6.8;2.35;0
1060;89;Color;132;29781453;Biography;Comedy;Drama;;;;;;48000000;2001;6.4;1.85;0
1061;145;Color;93;;Action;Adventure;Drama;;;;;;14000000;1982;7.7;2.35;0
1062;144; Black and White;115;;Drama;Mystery;Sci-Fi;;;;;;1000000;1972;8.1;2.35;0
1063;93;Color;75;15519841;Adventure;Animation;Comedy;Family;Fantasy;;;;47000000;2006;4.5;1.85;261
1064;46;Color;108;5600000;Drama;Horror;Romance;Thriller;;;;;47000000;1996;5.8;1.85;616
1065;84;Color;105;126805112;Comedy;Romance;;;;;;;46000000;1997;6.3;2.35;0
1066;142;Color;102;93607673;Comedy;Romance;;;;;;;48000000;2001;5.7;2.35;881
1067;185;Color;118;67263182;Drama;Mystery;Thriller;;;;;;46000000;2002;7.2;2.35;0
1068;143;Color;111;92001027;Action;Adventure;Drama;Sci-Fi;Thriller;;;;45000000;1996;7.6;2.35;3000
1069;178;Color;81;10539414;Action;Drama;Fantasy;Thriller;Western;;;;47000000;2010;4.7;2.35;0
1070;65;Color;116;58918501;Action;Drama;Mystery;Thriller;War;;;;46000000;1996;6.6;1.85;975
1071;73;Color;86;181395380;Comedy;Fantasy;Romance;;;;;;45000000;1997;6.8;1.85;0
1072;72;Color;127;14946229;Biography;Crime;Drama;Thriller;;;;;25000000;2016;7.3;2.35;0
1073;10;Color;140;;Drama;History;War;;;;;;48000000;1981;2.7;2.35;115
1074;35;Color;91;130512915;Comedy;Family;Fantasy;;;;;;45000000;1994;4.8;1.33;0
1075;358;Color;98;139852971;Action;Crime;Thriller;;;;;;45000000;2012;6.3;2.35;63000
1076;151;Color;84;110000082;Comedy;;;;;;;;48000000;2003;5.5;1.85;0
1077;140;Color;109;106807667;Action;Comedy;Crime;Romance;;;;;45000000;2000;6.2;1.85;0
1078;201;Color;93;101702060;Action;Adventure;Family;Fantasy;Sci-Fi;;;;45000000;2008;5.8;1.85;0
1079;77;Color;113;95149435;Comedy;Family;Romance;;;;;;40000000;2004;5.7;1.85;1000
1080;43;Color;141;100768056;Crime;Drama;Mystery;Thriller;;;;;45000000;1993;6.5;2.35;0
1081;39;Color;119;92115211;Crime;Drama;Mystery;Thriller;;;;;45000000;1994;6.7;2.35;1000
1082;207;Color;97;93452056;Adventure;Comedy;Drama;;;;;;45000000;2007;7.4;1.85;22000
1083;47;Color;117;83287363;Action;Thriller;;;;;;;45000000;1992;6.9;2.35;0
1084;132;Color;101;82931301;Comedy;Romance;;;;;;;60000000;2005;5.5;2.35;0
1085;454;Color;153;60962878;Crime;Drama;Mystery;Thriller;;;;;46000000;2013;8.1;1.85;86000
1086;109;Color;122;76261036;Crime;Drama;Thriller;;;;;;45000000;2001;7.7;2.35;0
1087;213;Color;102;71423726;Adventure;Comedy;Sci-Fi;;;;;;45000000;1999;7.3;2.35;19000
1088;127;Color;83;71277420;Comedy;;;;;;;;45000000;2001;5.2;1.85;0
1089;398;Color;103;88625922;Adventure;Comedy;Family;Musical;;;;;45000000;2011;7.1;1.85;26000
1090;184;Color;110;70001065;Action;Horror;;;;;;;45000000;1998;7.1;2.35;0
1091;127;Color;136;67253092;Drama;Sport;;;;;;;30000000;2005;7.2;2.35;0
1092;167;Color;91;66790248;Drama;Thriller;;;;;;;45000000;2002;6.5;2.35;0
1093;119;Color;89;65557989;Action;Adventure;Horror;Thriller;;;;;45000000;1997;4.6;2.35;0
1094;155;Color;107;60786269;Comedy;Drama;Music;Romance;;;;;45000000;2000;5.6;2.35;0
1095;218;Color;129;59365105;Comedy;Drama;Romance;;;;;;45000000;2003;7.7;2.35;52000
1096;117;Color;95;162792677;Adventure;Animation;Comedy;Family;Fantasy;;;;120000000;1998;7.2;2.35;0
1097;208;Color;122;31598308;Horror;Mystery;Thriller;;;;;;35000000;2001;6.8;2.35;0
1098;38;Color;110;57362581;Action;Crime;Drama;Romance;Thriller;;;;45000000;1994;5.4;1.85;0
1099;48;Color;135;53854588;Comedy;Drama;Romance;Sport;;;;;45000000;1996;6.3;2.35;1000
1100;8;Color;111;;Comedy;Family;;;;;;;2500000;1968;7.2;1.85;0
1101;94;Color;95;52580895;Comedy;Family;Romance;Sport;;;;;45000000;2005;5.6;2.35;743
1102;276;Color;109;51019112;Adventure;Comedy;Sci-Fi;;;;;;50000000;2005;6.8;2.35;10000
1103;59;Color;93;48114556;Comedy;Family;Fantasy;Romance;;;;;26000000;2004;4.3;2.35;531
1104;216;Color;94;50648679;Action;Horror;Sci-Fi;Thriller;;;;;45000000;2007;6.3;2.35;0
1105;173;Color;117;46280507;Comedy;Romance;;;;;;;40000000;2014;6.5;1.85;12000
1106;99;Color;112;38360195;Adventure;Comedy;Drama;;;;;;45000000;2006;6.4;2.35;0
1107;42;Color;111;46815748;Action;Adventure;Crime;Thriller;;;;;45000000;1994;6.3;2.35;0
1108;25;Color;96;35617599;Drama;Family;Fantasy;;;;;;45000000;1995;5.9;1.85;0
1109;339; Black and White;141;47307550;Crime;Drama;Thriller;;;;;;45000000;2012;6.5;2.35;28000
1110;127;Color;94;32003620;Action;Crime;Thriller;;;;;;25000000;2004;6.5;2.35;2000
1111;122;Color;87;27972410;Action;Adventure;Comedy;;;;;;35000000;2003;6.1;1.85;2000
1112;105;Color;88;28133159;Adventure;Animation;Comedy;Family;Fantasy;;;;50000000;2006;5.9;1.85;593
1113;144;Color;177;27400000;Action;Adventure;Sci-Fi;;;;;;40000000;1984;6.6;2.35;11000
1114;156;Color;133;24343673;Drama;Fantasy;Musical;Romance;;;;;45000000;2007;7.4;2.35;14000
1115;323;Color;119;22877808;Drama;Romance;;;;;;;35000000;2008;7.3;2.35;0
1116;199;Color;102;36883539;Action;Crime;Drama;Thriller;;;;;52000000;2006;6.6;2.35;0
1117;164;Color;101;22531698;Action;Adventure;Sci-Fi;Thriller;;;;;70000000;2008;5.6;2.35;0
1118;39;Color;91;20400913;Action;Comedy;Crime;Drama;Thriller;;;;45000000;1996;5.3;1.85;451
1119;43;Color;117;20101861;Comedy;Romance;Sci-Fi;;;;;;45000000;1996;6.0;2.35;0
1120;82;Color;86;25200412;Adventure;Comedy;Family;Fantasy;Sci-Fi;;;;45000000;2009;5.4;1.85;916
1121;150;Color;124;19719930;Crime;Drama;Mystery;Thriller;;;;;45000000;2001;6.8;2.35;0
1122;168;Color;134;19377727;Comedy;Musical;;;;;;;45000000;2005;6.4;2.35;0
1123;432;Color;95;13401683;Action;Sci-Fi;;;;;;;35000000;2012;7.1;2.35;46000
1124;60;Color;100;17300889;Action;Adventure;Comedy;Fantasy;;;;;45000000;1996;4.9;2.35;0
1125;85;Color;220;15527125;Drama;Romance;Western;;;;;;57000000;2000;5.8;2.35;652
1126;83; Black and White;212;13560960;Biography;Drama;History;;;;;;50000000;1995;7.1;2.35;915
1127;343;Color;128;15523168;Mystery;Thriller;;;;;;;45000000;2010;7.2;2.35;15000
1128;106;Color;106;11146409;Action;Adventure;Horror;Sci-Fi;;;;;45000000;1998;6.0;2.35;0
1129;158;Color;160;7916887;Action;Crime;Drama;Thriller;War;;;;45000000;2008;6.0;2.35;0
1130;189;Color;114;6565495;Drama;Romance;;;;;;;45000000;2006;7.0;2.35;0
1131;125;Color;99;15279680;Action;Crime;Thriller;;;;;;40000000;2008;5.4;1.85;0
1132;87;Color;74;7262288;Comedy;Crime;Thriller;;;;;;40000000;2002;6.5;1.85;892
1133;115;Color;139;4584886;Drama;Romance;;;;;;;45000000;2007;6.4;2.35;0
1134;23;Color;52;;Drama;Fantasy;Horror;Mystery;;;;;;;8.3;16.0;17000
1135;24;Color;103;2154540;Action;Thriller;;;;;;;45000000;1997;4.9;2.35;68
1136;152;Color;101;8129455;Action;Adventure;Comedy;Crime;;;;;45000000;2011;6.3;2.35;17000
1137;12;Color;91;;Action;Animation;Comedy;Family;Fantasy;;;;65000000;2012;1.7;;0
1138;656;Color;130;136019448;Biography;Drama;History;Thriller;;;;;44500000;2012;7.7;2.35;89000
1139;119;Color;130;183875760;Action;Adventure;Crime;Drama;Mystery;Thriller;;;44000000;1993;7.8;1.85;0
1140;161;Color;110;67061228;Action;Comedy;Romance;;;;;;40000000;2010;5.5;2.35;0
1141;73; Black and White;147;53300852;Crime;Drama;Thriller;;;;;;44000000;1996;7.5;2.35;0
1142;96;Color;96;150415432;Action;Adventure;Thriller;War;;;;;44000000;1985;6.4;2.35;0
1143;28;Color;118;44834712;Drama;Thriller;;;;;;;44000000;1996;5.6;2.35;353
1144;105;Color;88;84300000;Animation;Family;Fantasy;Musical;;;;;2600000;1940;7.5;1.37;0
1145;102;Color;325;1500000;Adventure;Drama;Western;;;;;;44000000;1980;6.8;2.35;1000
1146;206;Color;102;62318875;Action;Adventure;Fantasy;Sci-Fi;Thriller;;;;50000000;2006;6.8;2.35;0
1147;159;Color;110;5773519;Drama;Horror;Sci-Fi;Thriller;;;;;40000000;2015;6.0;2.35;11000
1148;137;Color;136;51768623;Drama;;;;;;;;43000000;2000;7.3;2.35;0
1149;116;Color;103;37035515;Comedy;Drama;;;;;;;43000000;2000;6.0;1.37;0
1150;177;Color;103;24520892;Action;Crime;Drama;Thriller;;;;;45000000;2005;7.0;2.35;0
1151;99;Color;90;24430272;Comedy;Romance;;;;;;;43000000;2002;5.1;1.85;0
1152;56;Color;154;158348400;Drama;Mystery;Thriller;;;;;;42000000;1993;6.8;1.85;0
1153;117;Color;99;31136950;Drama;Fantasy;Romance;;;;;;44000000;2010;6.5;2.35;0
1154;252;Color;93;29113588;Action;Crime;Thriller;;;;;;40000000;2011;6.6;2.35;16000
1155;375;Color;109;138447667;Action;Comedy;Crime;;;;;;42000000;2012;7.2;2.35;39000
1156;150;Color;124;116006080;Comedy;Drama;Romance;;;;;;42000000;1999;7.0;2.35;11000
